Animal Type,Sub-Type,Breed,Age,Age Group,Gender,Disease,Disease_Code,Critical,Severity,Duration (days),Expected_Recovery_Time (days),Symptoms,Is_Vaccinated,Reported_By,Cause of Disease,Precautions,Care,Home Remedies,Treatment/Medicine,Critical_Symptom_1,Critical_Symptom_2,Critical_Symptom_3,Critical_Symptom_4,Critical_Symptom_5,Critical_Symptom_6
Cattle,Buffalo,Jaffarabadi,2.6,Young,Female,Salmonellosis,38,True,2,2.0,5,"['Reduced milk', 'Weight loss', 'Neurological signs', 'Inability to stand', 'Fever', 'Diarrhea']",False,Farmer,Salmonella spp.,Maintain strict hygiene in feed and water sources to prevent outbreaks.,Provide energy-rich feed and manage dehydration.,Provide oral rehydration solutions and maintain hygienic feeding practices.,"Administer broad-spectrum antibiotics, fluids, and electrolyte therapy.",Diarrhea,Inability to stand,Neurological signs,,,
Goat,Common,Malabari,1.8,Young,Female,CCPP,14,False,1,9.0,8,"['Severe cough', 'Fever', 'Anorexia', 'Labored breathing', 'Prostration']",False,Veterinarian,Mycoplasma capricolum subsp. capripneumoniae,Implement strict biosecurity and avoid mixing with unknown herds.,Provide warm shelter and soft food during treatment.,Use steam inhalation with medicinal herbs.,"Administer macrolide antibiotics like Tylosin, provide NSAIDs, and isolate the infected animal.",,,,,,
Cattle,Bull,Punganur,5.0,Adult,Male,Enterotoxemia,13,False,1,12.0,5,"['Convulsions', 'Sudden death', 'Opisthotonos', 'Diarrhea', 'Abdominal pain', 'Prostration']",True,Veterinarian,Clostridium perfringens toxin,Ensure regular vaccination against clostridial diseases.,Provide supportive therapy and maintain a calm environment.,Implement controlled feeding practices.,"Administer clostridial antitoxin, broad-spectrum antibiotics, and IV fluids.",,,,,,
Cattle,Bullock,Kankrej,7.8,Adult,Male,Indigestion,7,False,1,1.0,9,"['Decreased milk production', 'Bloating', 'Depression', 'Diarrhea', 'Abdominal pain', 'Rumen stasis']",True,Para-vet,"Low-quality feed, sudden diet change, moldy feed, toxic plants","Avoid sudden changes in diet and ensure only clean, fresh feed is offered.",Provide easily digestible feed and access to clean water during recovery.,Provide ginger or garlic water and allow neem stick chewing.,"Provide oral sodium bicarbonate drench, probiotics, and fluid therapy.",,,,,,
Goat,Common,Barbari,3.7,Adult,Male,Metritis,18,False,1,8.0,13,"['Lethargy', 'Fever', 'Anorexia', 'Depression', 'Foul vaginal discharge', 'Unable to stand']",False,Veterinarian,Uterine infection post-calving/kidding,Maintain hygiene during parturition and avoid unhygienic birthing practices.,Provide energy-rich feed and hydration during recovery.,Wash the vulva with warm saline solution.,Administer uterine antibiotics and oxytocin injections to aid uterine clearance.,,,,,,
Cattle,Bull,Deoni,3.2,Adult,Male,Anthrax,36,True,2,2.0,6,"['Sudden death', 'Fever', 'Weakness and staggering', 'Bleeding from orifices', 'Rapid bloating']",True,Farmer,Bacillus anthracis,Regularly vaccinate livestock in endemic regions and report cases immediately.,Isolate affected areas and implement strict biosecurity.,Avoid handling carcasses and contaminated material.,No treatment; vaccinate and dispose of carcasses safely.,Sudden death,Bleeding from orifices,Rapid bloating,Fever,Weakness and staggering,
Cattle,Cow,Jersey Cross,0.7,Calf,Female,FMD,15,False,1,4.0,11,"['Sudden death in young animals', 'Reduced milk', 'Lameness', 'Blisters', 'Fever', 'Oral lesions']",True,Para-vet,FMD virus,Vaccinate regularly and avoid contact with infected animals.,Provide soft feed and ensure clean drinking water.,Apply turmeric paste on lesions and provide aloe vera for hydration.,"Administer NSAIDs for pain relief, provide fluids, and use antiseptic mouthwashes; vaccinate the herd.",,,,,,
Goat,Common,Barbari,3.8,Adult,Male,Theileriosis,6,False,1,3.0,10,"['Weight loss', 'Lethargy', 'Jaundice', 'Respiratory distress', 'Nervous signs', 'Frothy fluid from nose and mouth']",True,Para-vet,Theileria spp.,Implement strict tick control measures in animals.,Provide proper nutrition and stress-free management during recovery.,Use turmeric and iron decoction to boost immunity.,Administer buparvaquone intramuscularly and provide supportive fluid therapy.,,,,,,
Cattle,Cow,Kankrej,3.3,Adult,Female,MCF,2,False,1,12.0,6,"['Incoordination', 'Neurological signs', 'Ocular discharge', 'Oral ulcers', 'Diarrhea', 'Corneal opacity']",False,Veterinarian,MCF virus,"Avoid mixing cattle with sheep, especially during lambing season, as sheep are carriers of the virus.",Provide comfortable housing and proper nutrition to boost immunity during recovery.,No specific home remedy; supportive care is essential.,"Provide supportive care, including fluid therapy and anti-inflammatory drugs, as there is no specific treatment for MCF.",,,,,,
Goat,Common,Barbari,4.7,Adult,Male,Ketosis,28,True,2,2.0,10,"['Weight loss', 'Weakness', 'Loss of appetite', 'Acetone breath', 'Inability to Stand', 'Anorexia', 'Neurological Signs']",False,Veterinarian,Energy imbalance during late pregnancy or early lactation,Balance dietary energy levels during late gestation and lactation.,Offer small frequent meals and reduce stress during recovery.,Provide jaggery water or molasses to increase energy intake.,Provide oral propylene glycol and administer IV glucose if necessary.,Anorexia,Inability to Stand,Neurological Signs,,,
Goat,Common,Marwari,4.2,Adult,Female,Rabies,3,False,1,6.0,11,"['Seizures', 'Difficulty swallowing', 'Inability to stand', 'Salivation', 'Behavioral change', 'Paralysis']",False,Veterinarian,Rabies virus,Vaccinate all animals regularly and avoid contact with stray or wild animals.,Immediately isolate any animal showing neurological symptoms and consult a veterinarian for herd-level precautions.,No home remedies; rabies is fatal.,There is no treatment for rabies; euthanasia of the affected animal is recommended and herd vaccination must be conducted.,,,,,,
Goat,Common,Rajasthani cross,5.7,Adult,Male,Theileriosis,6,False,1,12.0,13,"['High fever', 'Lethargy', 'Weakness', 'Frothy fluid from nose and mouth', 'Nervous signs', 'Lymph node enlargement']",False,Para-vet,Theileria spp.,Implement strict tick control measures in animals.,Provide proper nutrition and stress-free management during recovery.,Use turmeric and iron decoction to boost immunity.,Administer buparvaquone intramuscularly and provide supportive fluid therapy.,,,,,,
Cattle,Bull,Mewati,5.3,Adult,Male,IBR,0,False,1,1.0,7,"['Conjunctivitis', 'Reduced appetite', 'AbortionNasal discharge', 'Fever', 'Oral ulcers', 'Difficulty breathing']",True,Farmer,BHV‑1,Avoid contact with infected animals and ensure regular vaccination against IBR.,"Keep the animal in a clean, stress-free environment with proper nutrition and hydration.",Steam inhalation to ease nasal congestion.,"Treat the animal with IBR vaccination, broad-spectrum antibiotics to prevent secondary infections, and non-steroidal anti-inflammatory drugs (NSAIDs) to control fever and pain.",,,,,,
Goat,Common,Marwari,5.0,Adult,Male,Metritis,18,False,1,12.0,7,"['Lethargy', 'Fever', 'Anorexia', 'Depression', 'Foul vaginal discharge', 'Unable to stand']",False,Para-vet,Uterine infection post-calving/kidding,Maintain hygiene during parturition and avoid unhygienic birthing practices.,Provide energy-rich feed and hydration during recovery.,Wash the vulva with warm saline solution.,Administer uterine antibiotics and oxytocin injections to aid uterine clearance.,,,,,,
Goat,Common,Marwari,2.9,Adult,Male,Blue Tongue,16,True,2,5.0,12,"['Blue tongue', 'Inability to stand', 'Facial swelling', 'Fever', 'Severe respiratory distress', 'Anorexia', 'Oral ulcers']",False,Farmer,Bluetongue virus transmitted by Culicoides midges,Use insect repellents and avoid grazing during midge activity.,"Provide soft, palatable food and ensure hydration.",Apply aloe vera paste for soothing oral ulcers.,"Provide supportive therapy, fluid administration, and implement insect control measures.",Severe respiratory distress,Anorexia,Inability to stand,,,
Cattle,Bullock,Nagori,4.2,Adult,Male,Blackleg,5,True,2,2.0,14,"['Rapid deterioration', 'Inability to stand', 'Fever', 'Swollen limbs', 'Crepitus', 'Acute lameness']",True,Veterinarian,Clostridium chauvoei,Vaccinate cattle regularly and avoid grazing in contaminated pastures.,"Keep affected cattle in clean, dry areas and minimize stress during recovery.",No home remedies; urgent veterinary intervention is needed.,Administer high doses of penicillin or oxytetracycline at the earliest stage and vaccinate to prevent further cases.,Crepitus,Inability to stand,Rapid deterioration,,,
Goat,Common,Rajasthani cross,7.5,Adult,Female,Brucellosis,19,True,3,9.0,23,"['AbortionS', 'Abortions', 'Reduced milk production', 'Swollen joints in males', 'Infertility', 'Retained placenta', 'Swelling of testicles (Orchitis)']",True,Para-vet,Brucella melitensis/abortus,Vaccinate animals and prevent cross-contamination during breeding.,Isolate infected animals and practice herd-level biosecurity.,Maintain strict hygiene and avoid handling aborted material.,No treatment is available; control through vaccination and culling.,AbortionS,Retained placenta,Reduced milk production,Infertility,Swelling of testicles (Orchitis),
Cattle,Bull,Deoni,3.0,Adult,Male,Theileriosis,6,False,1,1.0,5,"['High fever', 'Frothy fluid from nose and mouth', 'Inability to stand', 'Jaundice', 'Nervous signs', 'Lymph node enlargement']",True,Para-vet,Theileria spp.,Implement strict tick control measures in animals.,Provide proper nutrition and stress-free management during recovery.,Use turmeric and iron decoction to boost immunity.,Administer buparvaquone intramuscularly and provide supportive fluid therapy.,,,,,,
Cattle,Buffalo,Dani,1.5,Young,Female,Blackleg,5,False,1,6.0,9,"['Rapid deterioration', 'Inability to stand', 'Fever', 'Swollen limbs', 'Crepitus', 'Acute lameness']",True,Para-vet,Clostridium chauvoei,Vaccinate cattle regularly and avoid grazing in contaminated pastures.,"Keep affected cattle in clean, dry areas and minimize stress during recovery.",No home remedies; urgent veterinary intervention is needed.,Administer high doses of penicillin or oxytetracycline at the earliest stage and vaccinate to prevent further cases.,,,,,,
Goat,Common,Malabari,7.3,Adult,Male,CAE,32,True,3,14.0,30,"['Seizures', 'Lameness', 'Joint swelling', 'Inability to Stand', 'Paralysis', 'Loss of Consciousness']",False,Veterinarian,Caprine arthritis encephalitis virus,Test herds regularly and isolate infected animals.,Provide joint support and ensure pain management.,Provide soft bedding and easy-to-eat food.,No cure is available; provide supportive care and prevent spread through kid isolation and pasteurized milk feeding.,Inability to Stand,Paralysis,Seizures,Loss of Consciousness,,
Goat,Common,Jamunapari,5.4,Adult,Male,Pneumonia,11,True,2,5.0,8,"['Lethargy', 'Open-mouth breathing', 'Nasal discharge', 'Fever', 'Anorexia', 'Labored breathing', 'Coughing']",True,Para-vet,"Bacterial or viral infection, cold stress",Ensure proper ventilation and avoid overcrowding in sheds.,"Maintain hydration, nutrition, and warmth during recovery.",Keep the animal in warm housing and apply mustard oil chest rub.,"Administer appropriate antibiotics, NSAIDs for fever, and supportive fluid therapy.",Labored breathing,Open-mouth breathing,Anorexia,Lethargy,,
Goat,Common,Jakhrana,2.3,Adult,Female,Anorexia,10,True,3,21.0,28,"['Weight loss', 'High fever', 'Weakness', 'Neurological signs', 'High feverSevere diarrhea', 'Refusal to eat', 'Severe diarrhea', 'Severe bloating', 'Intense pain']",False,Para-vet,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,Refusal to eat,High feverSevere diarrhea,Severe bloating,Neurological signs,Intense pain,Weight loss
Goat,Common,Nubian,4.2,Adult,Male,CCPP,14,False,1,6.0,13,"['Severe cough', 'Fever', 'Anorexia', 'Labored breathing', 'Prostration']",True,Veterinarian,Mycoplasma capricolum subsp. capripneumoniae,Implement strict biosecurity and avoid mixing with unknown herds.,Provide warm shelter and soft food during treatment.,Use steam inhalation with medicinal herbs.,"Administer macrolide antibiotics like Tylosin, provide NSAIDs, and isolate the infected animal.",,,,,,
Cattle,Calf,Ayrshire Cross Calf,5.4,Adult,Female,Blackleg,5,False,1,12.0,8,"['Rapid deterioration', 'Inability to stand', 'Fever', 'Swollen limbs', 'Acute lameness', 'Crepitus']",True,Veterinarian,Clostridium chauvoei,Vaccinate cattle regularly and avoid grazing in contaminated pastures.,"Keep affected cattle in clean, dry areas and minimize stress during recovery.",No home remedies; urgent veterinary intervention is needed.,Administer high doses of penicillin or oxytetracycline at the earliest stage and vaccinate to prevent further cases.,,,,,,
Goat,Common,Jamunapari,1.5,Young,Male,Ketosis,28,False,1,7.0,11,"['Weight loss', 'Weakness', 'Loss of appetite', 'Acetone breath', 'Inability to Stand', 'Anorexia']",False,Para-vet,Energy imbalance during late pregnancy or early lactation,Balance dietary energy levels during late gestation and lactation.,Offer small frequent meals and reduce stress during recovery.,Provide jaggery water or molasses to increase energy intake.,Provide oral propylene glycol and administer IV glucose if necessary.,,,,,,
Cattle,Bullock,Mewati,1.3,Young,Male,IBR,0,True,2,4.0,10,"['Conjunctivitis', 'Reduced appetite', 'AbortionNasal discharge', 'Fever', 'Abortions', 'Abortion', 'Difficulty breathing', 'Red nose']",True,Farmer,BHV‑1,Avoid contact with infected animals and ensure regular vaccination against IBR.,"Keep the animal in a clean, stress-free environment with proper nutrition and hydration.",Steam inhalation to ease nasal congestion.,"Treat the animal with IBR vaccination, broad-spectrum antibiotics to prevent secondary infections, and non-steroidal anti-inflammatory drugs (NSAIDs) to control fever and pain.",Difficulty breathing,Red nose,Abortion,,,
Cattle,Bullock,Nimari,2.0,Young,Male,Indigestion,7,False,1,7.0,14,"['Bloating', 'Loss of appetite', 'Kicking at belly', 'Depression', 'Diarrhea', 'Abdominal pain']",True,Veterinarian,"Low-quality feed, sudden diet change, moldy feed, toxic plants","Avoid sudden changes in diet and ensure only clean, fresh feed is offered.",Provide easily digestible feed and access to clean water during recovery.,Provide ginger or garlic water and allow neem stick chewing.,"Provide oral sodium bicarbonate drench, probiotics, and fluid therapy.",,,,,,
Cattle,Bullock,Punganur,0.8,Calf,Male,IBR,0,True,2,4.0,5,"['Conjunctivitis', 'Reduced appetite', 'AbortionNasal discharge', 'Fever', 'Abortions', 'Abortion', 'Difficulty breathing', 'Red nose']",False,Veterinarian,BHV‑1,Avoid contact with infected animals and ensure regular vaccination against IBR.,"Keep the animal in a clean, stress-free environment with proper nutrition and hydration.",Steam inhalation to ease nasal congestion.,"Treat the animal with IBR vaccination, broad-spectrum antibiotics to prevent secondary infections, and non-steroidal anti-inflammatory drugs (NSAIDs) to control fever and pain.",Difficulty breathing,Red nose,Abortion,,,
